sr_pmid,primary_pmid,sr_title,primary_title,year_sr,year_primary,weight
28524930,22235107,Nutrition support in hospitalised adults at nutritional risk.,"Evaluation of the effects of a preoperative 2-hour fast with maltodextrine and glutamine on insulin resistance, acute-phase response, nitrogen balance, and serum glutathione after laparoscopic cholecystectomy: a controlled randomized trial.",2017,2012.0,1.003378
28524930,8496997,Nutrition support in hospitalised adults at nutritional risk.,Early enteral feeding does not attenuate metabolic response after blunt trauma.,2017,1993.0,1.003333
28524930,19332156,Nutrition support in hospitalised adults at nutritional risk.,Early oral feeding in patients undergoing elective colonic anastomosis.,2017,2009.0,1.003311
28524930,22189721,Nutrition support in hospitalised adults at nutritional risk.,A randomized controlled trial evaluating early versus traditional oral feeding after colorectal surgery.,2017,2011.0,1.003289
28524930,22695241,Nutrition support in hospitalised adults at nutritional risk.,Parenteral nutrition does not improve postoperative recovery from radical cystectomy: results of a prospective randomised trial.,2017,2013.0,1.003268
28524930,19330379,Nutrition support in hospitalised adults at nutritional risk.,"Early oral versus ""traditional"" postoperative feeding in gynecologic oncology patients undergoing intestinal resection: a randomized controlled trial.",2017,2009.0,1.003268
28524930,11104595,Nutrition support in hospitalised adults at nutritional risk.,Perioperative enteral nutrition and quality of life of severely malnourished head and neck cancer patients: a randomized clinical trial.,2017,2000.0,1.003247
28524930,6441773,Nutrition support in hospitalised adults at nutritional risk.,Enteral hyperalimentation in malnourished surgical patients.,2017,1984.0,1.003247
28524930,8838831,Nutrition support in hospitalised adults at nutritional risk.,Enteral versus parenteral nutrition: effects on gastrointestinal function and metabolism.,2017,1996.0,1.003226
28524930,3926036,Nutrition support in hospitalised adults at nutritional risk.,Fine bore jejunostomy feeding following major abdominal surgery: a controlled randomized clinical trial.,2017,1985.0,1.003165
28524930,21714640,Nutrition support in hospitalised adults at nutritional risk.,Early versus late parenteral nutrition in critically ill adults.,2017,2011.0,1.003139
28524930,10978851,Nutrition support in hospitalised adults at nutritional risk.,Oral dietary supplements in pre- and postoperative surgical patients: a prospective and randomized clinical trial.,2017,2000.0,1.003012
28524930,9441769,Nutrition support in hospitalised adults at nutritional risk.,A prospective controlled trial of early postoperative oral intake following major abdominal gynecologic surgery.,2017,1997.0,1.002924
28524930,20602497,Nutrition support in hospitalised adults at nutritional risk.,Randomized clinical trial of laxatives and oral nutritional supplements within an enhanced recovery after surgery protocol following liver resection.,2017,2010.0,1.002924
28524930,15144242,Nutrition support in hospitalised adults at nutritional risk.,Early oral feeding after colorectal resection: a randomized controlled study.,2017,2004.0,1.002907
28524930,9704959,Nutrition support in hospitalised adults at nutritional risk.,Early postoperative enteral feeding in patients with nontraumatic intestinal perforation and peritonitis.,2017,1998.0,1.002907
28524930,11240334,Nutrition support in hospitalised adults at nutritional risk.,"Jejunal feeding, even when instituted late, improves outcomes in patients with severe pancreatitis and peritonitis.",2017,2001.0,1.002857
28524930,21146844,Nutrition support in hospitalised adults at nutritional risk.,Effect of early oral feeding after gastric cancer surgery: a result of randomized clinical trial.,2017,2011.0,1.002857
28524930,19535182,Nutrition support in hospitalised adults at nutritional risk.,Fast-track in open intestinal surgery: prospective randomized study (Clinical Trials Gov Identifier no. NCT00123456).,2017,2009.0,1.002809
28524930,6787341,Nutrition support in hospitalised adults at nutritional risk.,Perioperative total parenteral nutrition in patients with gastrointestinal cancer.,2017,1981.0,1.002762
28524930,7969324,Nutrition support in hospitalised adults at nutritional risk.,Perioperative nutritional support in patients undergoing hepatectomy for hepatocellular carcinoma.,2017,1994.0,1.00271
28524930,22307571,Nutrition support in hospitalised adults at nutritional risk.,Initial trophic vs full enteral feeding in patients with acute lung injury: the EDEN randomized trial.,2017,2012.0,1.002706
28524930,10850938,Nutrition support in hospitalised adults at nutritional risk.,Early versus delayed feeding with an immune-enhancing diet in patients with severe head injuries.,2017,2000.0,1.002703
28524930,10369282,Nutrition support in hospitalised adults at nutritional risk.,Reduced postoperative infections with an immune-enhancing nutritional supplement.,2017,1999.0,1.002646
28524930,22237467,Nutrition support in hospitalised adults at nutritional risk.,Randomized clinical trial of omega-3 fatty acid-supplemented enteral nutrition versus standard enteral nutrition in patients undergoing oesophagogastric cancer surgery.,2017,2012.0,1.002591
28524930,21601319,Nutrition support in hospitalised adults at nutritional risk.,Prospective multicentre randomised controlled trial of early enteral nutrition for patients undergoing major upper gastrointestinal surgical resection.,2017,2011.0,1.002551
28524930,11157331,Nutrition support in hospitalised adults at nutritional risk.,"Effect of perioperative nutrition, with and without arginine supplementation, on nutritional status, immune function, postoperative morbidity, and survival in severely malnourished head and neck cancer patients.",2017,2001.0,1.002525
28524930,15449264,Nutrition support in hospitalised adults at nutritional risk.,Randomized clinical trial of the effects of immediate enteral nutrition on metabolic responses to major colorectal surgery in an enhanced recovery protocol.,2017,2004.0,1.002513
28524930,10990103,Nutrition support in hospitalised adults at nutritional risk.,Parenteral with enteral nutrition in the critically ill.,2017,2000.0,1.002488
28524930,17443854,Nutrition support in hospitalised adults at nutritional risk.,Randomized clinical trial of the impact of early enteral feeding on postoperative ileus and recovery.,2017,2007.0,1.002475
28524930,21985126,Nutrition support in hospitalised adults at nutritional risk.,Effectiveness of fast-track rehabilitation vs conventional care in laparoscopic colorectal resection for elderly patients: a randomized trial.,2017,2012.0,1.002439
28524930,8676539,Nutrition support in hospitalised adults at nutritional risk.,Energy-enriched hospital food to improve energy intake in elderly patients.,2017,1996.0,1.002415
28524930,11044164,Nutrition support in hospitalised adults at nutritional risk.,Randomized controlled trial of the effect of early enteral nutrition on markers of the inflammatory response in predicted severe acute pancreatitis.,2017,2000.0,1.002392
28524930,2112339,Nutrition support in hospitalised adults at nutritional risk.,Very early nutrition supplementation in burned patients.,2017,1990.0,1.002283
28524930,17719703,Nutrition support in hospitalised adults at nutritional risk.,Immediate oral feeding in patients with mild acute pancreatitis is safe and may accelerate recovery--a randomized clinical study.,2017,2007.0,1.002203
28524930,9339943,Nutrition support in hospitalised adults at nutritional risk.,Immediate postoperative enteral feeding results in impaired respiratory mechanics and decreased mobility.,2017,1997.0,1.002174
28524930,15920748,Nutrition support in hospitalised adults at nutritional risk.,Impact of nutrition on outcome: a prospective randomized controlled trial in patients with head and neck cancer undergoing radiotherapy.,2017,2005.0,1.002155
28524930,12631049,Nutrition support in hospitalised adults at nutritional risk.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",2017,2003.0,1.00211
28524930,9494004,Nutrition support in hospitalised adults at nutritional risk.,Early feeding after elective open colorectal resections: a prospective randomized trial.,2017,1998.0,1.00211
28524930,10638466,Nutrition support in hospitalised adults at nutritional risk.,"Perioperative total parenteral nutrition in malnourished, gastrointestinal cancer patients: a randomized, clinical trial.",2017,2000.0,1.002092
28524930,10193541,Nutrition support in hospitalised adults at nutritional risk.,Effects of early enteral nutrition on intestinal permeability and the development of multiple organ failure after multiple injury.,2017,1999.0,1.002066
28524930,11098961,Nutrition support in hospitalised adults at nutritional risk.,Hypocaloric total parenteral nutrition: effectiveness in prevention of hyperglycemia and infectious complications--a randomized clinical trial.,2017,2000.0,1.002066
28524930,15286958,Nutrition support in hospitalised adults at nutritional risk.,Randomized clinical trial of the effects of preoperative and postoperative oral nutritional supplements on clinical course and cost of care.,2017,2004.0,1.002041
28524930,3099588,Nutrition support in hospitalised adults at nutritional risk.,Early total parenteral nutrition in acute pancreatitis: lack of beneficial effects.,2017,1987.0,1.002
28524930,9488531,Nutrition support in hospitalised adults at nutritional risk.,"Total parenteral nutrition with glutamine dipeptide after major abdominal surgery: a randomized, double-blind, controlled study.",2017,1998.0,1.001984
28524930,3095557,Nutrition support in hospitalised adults at nutritional risk.,"Benefits of immediate jejunostomy feeding after major abdominal trauma--a prospective, randomized study.",2017,1986.0,1.001938
